,group_40,group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,group_15,group_16,group_17,group_18,group_19,group_20,group_21,group_22,group_23,group_24,group_25,group_26,group_27,group_28,group_29,group_30,group_31,group_32,group_33,group_34,group_35,group_36,group_37,group_38,group_39,group_41,group_42,group_43,group_44,group_45,group_46,group_47,group_48,group_49,group_50,group_51,group_52,group_53,group_54,group_55,group_56,group_57,group_58,group_59,group_60,group_61,group_62,group_63,group_64,group_65,group_66,group_67,group_68,group_69,group_70,group_71,group_72,group_73,group_74,group_75,group_76,group_77,group_78,group_79,group_80,group_81,group_82,group_83,group_84,group_85,group_86,group_87,group_88,group_89,group_90,group_91,group_92,group_93,group_94,group_95,group_96,group_97,group_98,group_99,group_100,group_101,group_102,group_103,group_104,group_105,group_106,group_107,group_108,group_109,group_110,group_111,group_112,group_113,group_114,group_115,group_116,group_117,group_118,group_119
0,76,33,15,11,150,0,8,0,17,0,14,0,1,12,22,0,1,11,9,4,0,6,8,1,50,0,0,1,3,2,5,18,7,13,1,11,0,1,9,2,1,0,3,27,2,0,133,13,17,6,0,12,0,3,0,6,1,40,1,0,8,0,0,0,1,25,3,1,1,1,16,1,1,7,1,0,17,0,0,0,2,2,25,17,0,3,0,5,4,14,1,1,9,0,5,0,7,0,3,14,0,0,3,17,4,4,0,0,0,3,0,7,0,3,0,0,0,1,0,0
1,7,4,0,1,15,0,2,0,4,0,0,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,4,0,1,0,1,1,2,0,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
2,20,2,9,2,44,1,2,0,4,0,5,0,2,5,1,0,0,2,4,2,0,0,0,1,9,0,0,1,2,0,0,9,2,0,0,0,0,0,0,3,0,0,1,5,0,0,22,1,4,1,0,5,0,1,0,5,0,9,0,1,1,0,0,0,0,11,0,1,0,2,3,1,0,4,0,0,3,0,0,0,1,2,8,8,0,1,0,3,1,0,0,0,0,0,4,0,3,0,3,5,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,1,1,0
3,19,1,2,1,38,0,0,0,2,0,3,0,0,3,1,0,0,1,2,5,0,0,3,1,0,11,0,0,0,0,2,1,6,0,0,0,0,0,1,0,0,0,2,5,1,0,7,0,1,0,0,1,0,0,0,0,1,3,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,2,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
4,31,3,83,6,71,0,2,1,5,0,2,0,0,5,5,0,1,6,6,15,0,0,1,0,11,0,0,6,0,3,2,4,6,1,1,6,1,4,0,2,0,0,0,6,0,0,17,0,8,4,0,6,0,2,0,5,0,31,0,0,2,0,0,1,0,15,1,5,0,10,2,0,0,1,1,1,10,0,0,1,0,1,7,15,0,6,0,1,4,2,0,6,4,0,0,0,6,0,2,14,0,0,2,3,10,0,0,0,0,4,0,3,0,1,0,0,0,0,1,0
5,19,1,10,2,13,0,1,0,5,0,0,0,0,3,2,0,0,1,0,3,0,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,4,0,0,10,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,2,6,5,0,1,0,0,3,6,1,0,1,1,2,0,1,0,0,3,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
6,48,8,51,13,83,0,7,1,7,0,3,0,1,14,11,0,0,5,2,3,0,1,2,0,9,1,0,1,1,0,5,6,8,5,2,1,0,3,3,1,0,1,1,17,2,0,31,0,6,6,0,8,0,2,0,4,0,7,0,1,4,0,0,0,0,3,1,0,0,2,5,0,0,2,0,0,3,0,0,1,0,4,16,34,0,6,0,1,3,1,1,0,2,0,1,0,2,1,2,9,0,0,5,10,2,0,0,0,0,3,2,3,0,1,0,0,0,0,1,0
7,34,8,33,16,88,0,1,0,11,0,0,0,0,1,4,0,0,1,1,1,0,0,2,0,2,1,0,1,1,1,3,17,4,3,0,0,0,1,0,2,0,0,0,0,0,0,42,0,4,6,0,5,0,3,0,3,1,6,0,0,3,1,0,0,0,2,0,2,0,3,8,0,0,2,0,0,2,1,0,0,0,4,5,36,0,1,0,7,0,2,2,0,2,1,1,0,1,0,2,16,0,0,0,2,1,0,0,0,0,1,1,5,0,1,0,1,0,0,2,0
8,53,5,29,7,98,0,10,0,10,0,3,1,0,6,7,0,1,4,3,5,0,9,4,0,1,2,0,0,2,3,4,2,1,10,0,5,3,4,1,1,0,1,0,7,1,0,26,0,3,5,0,12,0,1,0,44,0,41,0,1,6,0,0,0,0,5,2,3,0,2,4,0,0,6,0,0,5,1,0,0,1,1,20,12,0,3,0,7,0,3,4,0,7,1,4,0,9,0,2,14,0,0,0,5,2,2,0,0,0,2,0,2,0,0,0,1,0,1,0,0
9,12,1,1,1,40,0,4,0,3,0,9,0,1,2,2,0,0,3,0,1,0,1,2,0,1,2,0,0,0,0,1,3,3,2,0,4,3,1,0,0,0,0,4,6,1,0,79,1,2,1,0,11,0,3,0,2,0,13,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,3,0,0,0,0,1,2,4,0,3,0,1,0,0,0,0,4,0,1,0,1,1,2,3,0,0,1,3,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0
10,14,8,1,0,23,0,5,0,5,0,3,0,0,2,3,0,0,1,2,3,0,0,2,0,4,0,0,0,0,0,1,1,0,6,0,0,0,0,0,2,0,0,3,6,0,0,11,2,0,2,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,6,6,0,2,0,5,0,2,0,0,2,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,11,6,12,3,43,0,6,0,6,0,2,0,0,1,5,0,1,6,4,0,0,1,3,1,1,0,0,0,0,1,1,0,3,0,0,2,0,0,0,1,0,0,3,6,0,0,50,0,2,2,0,7,0,0,0,3,0,5,0,0,3,0,0,0,0,4,2,1,0,0,3,1,0,0,0,0,1,0,0,0,0,5,12,3,0,0,0,5,1,0,1,0,3,0,4,0,0,0,0,1,0,0,1,6,2,3,0,0,0,0,11,1,0,2,0,0,0,0,0,0
12,17,1,6,0,11,0,1,0,2,0,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,2,3,5,0,0,1,0,2,0,0,0,0,0,0,0,0,14,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,6,0,2,0,0,1,0,2,0,2,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
13,24,1,21,10,54,0,3,0,5,0,4,0,0,13,4,0,0,4,3,13,0,0,0,0,1,0,0,2,2,3,1,2,2,0,1,1,0,0,0,1,1,0,2,9,0,0,26,0,5,5,0,7,0,0,0,5,1,21,0,0,4,0,0,0,0,27,0,0,0,5,3,0,0,2,1,0,4,0,1,0,0,2,5,5,0,5,0,2,4,2,0,1,6,0,3,0,3,1,1,5,0,0,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
14,6,2,14,0,16,0,0,0,2,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,4,0,1,1,0,0,1,0,2,0,0,1,2,0,0,6,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,5,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,20,8,14,3,37,0,0,0,2,0,2,0,0,3,3,0,2,1,1,1,0,2,0,0,1,0,0,0,2,1,1,3,1,0,0,0,0,0,0,2,0,1,0,2,0,0,23,0,3,3,0,7,0,0,0,20,2,21,0,0,0,0,0,0,0,5,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,6,4,0,6,0,3,1,1,0,0,2,0,1,0,0,0,4,4,0,0,2,4,1,1,0,0,0,3,0,0,0,1,0,0,1,0,2,0
16,18,2,31,4,47,2,2,0,4,0,2,0,1,2,4,0,0,4,3,2,0,0,0,0,5,0,0,1,0,1,13,1,7,0,0,2,0,0,0,0,0,0,0,12,0,0,14,1,4,2,0,3,0,0,0,9,0,3,0,1,3,0,0,0,0,15,0,0,0,6,1,0,0,2,1,0,1,0,0,0,0,0,10,6,0,1,0,1,2,0,0,0,0,0,4,0,2,0,0,5,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0
17,19,2,9,0,53,0,2,0,0,0,3,0,1,1,2,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0,1,3,0,5,0,3,0,0,5,0,0,0,1,4,0,0,15,0,2,2,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,8,0,0,0,1,3,8,4,0,1,0,2,3,1,0,0,1,0,1,0,4,0,0,10,0,0,3,3,1,3,0,0,0,3,0,1,0,3,0,0,0,0,0,0
18,26,6,11,5,15,0,1,0,3,0,1,0,0,5,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,1,2,2,3,0,0,2,0,0,0,0,0,0,0,2,0,1,11,0,3,0,0,2,0,2,0,1,0,8,0,0,2,0,0,0,0,0,1,1,0,2,4,0,0,0,0,0,0,0,0,0,1,1,6,2,0,2,0,2,1,0,0,0,1,0,2,0,1,0,1,2,0,0,1,2,0,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0
19,65,15,8,8,223,0,18,0,34,0,6,0,3,12,38,0,0,10,8,4,0,2,8,2,1,1,0,2,0,1,5,13,51,3,1,5,0,2,8,2,0,0,1,9,0,0,63,1,11,8,0,27,0,0,0,15,1,20,0,0,11,0,1,0,0,8,2,1,0,5,20,1,0,11,0,0,5,0,1,0,1,5,30,19,0,0,0,1,5,0,0,0,6,1,7,1,7,0,8,15,1,0,0,6,10,1,0,0,0,3,3,4,0,1,0,0,1,1,0,0
20,20,3,16,9,27,0,4,1,2,0,3,0,0,4,2,0,0,0,6,1,0,2,1,0,5,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,1,5,0,0,12,0,2,1,0,7,0,0,0,6,1,7,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,2,0,0,6,0,0,0,0,1,4,3,0,3,0,0,4,1,0,0,1,0,1,0,0,0,3,7,0,0,4,1,1,1,0,0,0,3,0,4,0,2,0,0,1,0,0,0
21,15,0,20,1,37,0,5,0,5,0,1,0,0,1,0,0,0,3,3,6,0,1,1,0,2,1,0,1,0,0,4,4,5,3,0,0,0,3,2,0,0,0,0,0,0,0,6,0,1,0,0,3,0,0,0,0,1,4,0,0,2,0,0,0,3,6,0,1,0,2,4,1,0,4,0,0,0,0,0,0,0,2,1,8,0,5,0,0,1,0,0,0,3,0,1,0,1,0,2,5,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22,24,2,21,1,47,0,1,0,3,0,1,0,0,4,3,0,0,3,0,2,0,0,0,0,0,0,0,0,1,2,5,3,5,1,0,1,0,0,1,2,0,0,0,5,0,0,14,0,5,1,0,9,1,0,0,4,3,2,0,0,1,0,0,0,0,13,0,0,0,1,2,0,0,5,1,0,2,0,0,0,0,0,7,8,0,5,0,1,5,2,0,0,2,0,2,0,1,0,1,5,0,0,7,8,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
23,9,0,5,6,30,0,1,0,2,0,2,0,0,2,7,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,3,3,3,1,1,0,1,1,0,0,0,0,2,0,0,6,6,2,1,0,5,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,2,0,0,0,1,0,0,8,0,0,0,0,2,0,0,1,3,0,1,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,13,4,1,1,20,0,2,0,5,0,7,0,1,3,6,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,7,5,1,0,1,0,0,1,1,0,0,3,9,2,0,20,0,3,1,1,3,0,0,0,5,0,12,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,7,0,0,0,0,1,9,10,0,1,0,0,0,2,0,1,3,0,0,0,1,0,3,4,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
25,26,13,3,6,72,0,12,0,2,0,4,0,0,1,11,0,0,4,0,2,1,1,4,0,7,0,0,1,3,0,2,6,12,3,0,4,0,2,9,0,0,2,1,2,0,0,70,0,8,3,0,13,0,1,0,2,0,1,0,0,1,0,0,0,2,3,1,0,0,1,2,0,1,6,0,0,3,0,0,0,0,1,3,3,0,4,0,0,7,1,0,0,1,0,3,0,2,0,2,6,0,0,0,2,0,0,0,0,0,1,3,2,0,0,1,0,0,0,3,0
26,25,8,20,4,76,0,4,0,4,0,8,0,0,8,6,0,0,2,3,6,0,1,0,0,5,1,0,0,1,3,3,1,8,1,0,1,0,1,2,0,0,1,1,4,0,0,45,1,1,3,0,3,0,1,0,2,0,6,4,1,2,0,0,0,0,3,1,1,0,6,2,0,0,3,0,0,2,0,0,2,1,0,4,13,0,0,0,0,4,3,0,0,2,1,2,0,2,0,5,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0
27,6,4,4,3,14,0,0,0,1,0,1,0,0,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,2,0,0,0,0,5,0,0,9,0,3,2,0,1,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
28,8,0,1,0,23,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,0,0,18,0,2,0,0,4,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,25,6,9,1,33,0,3,0,6,1,1,0,0,3,1,0,0,6,7,1,0,0,2,1,2,0,0,0,3,1,0,1,0,1,0,0,0,5,1,0,0,0,2,8,1,0,7,13,0,2,0,0,0,0,1,8,2,5,0,1,2,0,0,0,0,10,0,1,0,3,9,2,0,1,0,0,3,0,0,0,0,3,13,11,0,4,0,2,2,2,2,0,2,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,5,1,3,0,3,0,0,0,0,1,0
30,10,4,9,2,43,0,5,0,1,0,3,0,2,3,5,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,3,4,3,2,0,1,0,1,0,0,0,0,4,9,0,0,16,0,1,1,0,3,1,0,0,1,0,17,0,0,2,0,0,0,0,6,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,3,7,0,0,0,1,0,1,0,0,3,0,1,0,4,0,4,3,0,0,1,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
31,2,0,6,0,7,0,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,7,0,4,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,2,4,0,0,8,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,1,0,0,2,0,0,4,1,1,1,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
34,4,0,2,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,2,1,2,1,17,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,19,0,1,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0
36,4,2,8,1,14,0,0,0,3,0,0,0,0,3,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,5,2,1,0,0,0,2,1,0,0,0,1,0,0,0,13,0,1,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,6,1,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,0,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,7,1,7,2,23,0,0,0,1,0,0,0,0,0,3,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,0,2,0,0,5,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,6,0,5,0,18,0,2,0,0,0,0,0,0,1,1,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,1,0,0,5,0,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42,8,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,2,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,1,6,1,0,1,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,9,0,4,0,10,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,10,3,1,0,28,0,3,0,1,0,5,0,0,0,1,0,0,0,2,0,0,1,1,0,7,0,1,0,0,0,0,0,1,4,0,1,0,2,0,0,0,0,0,1,0,0,23,2,1,0,0,2,0,0,0,5,0,12,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,8,3,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,11,3,3,1,27,0,0,0,0,0,2,0,0,0,1,0,0,2,4,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,2,0,0,2,0,0,0,1,6,0,0,3,0,1,2,0,3,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,1,4,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,3,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0
46,1,0,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0
